,t1,t2,rel
743,its,future intelligent transportation systems,synonym
744,its,intelligent transport systems,synonym
745,unmanned ground vehicles,ugvs,synonym
746,unmanned ground vehicles,ugv,synonym
747,ugvs,unmanned ground vehicles,synonym
748,ugvs,robotic systems,synonym
749,inertial navigation system,ins,synonym
750,ins,inertial navigation system,synonym
751,ins,navigation systems,synonym
752,unmanned air vehicle,uav,synonym
753,field operational test,fot,synonym
754,field operational test,acas fot,synonym
755,fot,field operational test,synonym
756,small unmanned aerial vehicles,uavs,synonym
757,small unmanned aerial vehicles,uav,synonym
758,small unmanned aerial vehicles,suav,synonym
759,small unmanned aerial vehicles,suavs,synonym
760,weblogic scripting tool,wlst,synonym
761,beyond line of sight,blos,synonym
762,beyond line of sight,package deliveries,sibling
763,beyond line of sight,autonomous flight,sibling
764,beyond line of sight,package delivery,sibling
765,blos,beyond line of sight,synonym
766,blos,beyond light of sight,synonym
767,aviation environmental design tool,aedt,synonym
768,aviation environmental design tool,aedtc,synonym
769,aedt,aviation environmental design tool,synonym
770,aedt,environmental design tool,synonym
771,unmanned aircraft,ua,synonym
772,unmanned aircraft,uas,synonym
773,unmanned aircraft,uav,synonym
774,unmanned aircraft,acas xu,synonym
775,unmanned aircraft,model aircraft,synonym
776,unmanned aircraft,delivery drones,ancestor
777,unmanned aircraft,autonomous control,sibling
778,unmanned aircraft,unmanned aircraft system,sibling
779,unmanned aircraft,uavs,synonym
780,unmanned aircraft,ucavs,ancestor
781,unmanned aircraft,commercial jets,sibling
782,ua,unmanned aircraft,synonym
783,ua,comprise unmanned aircraft,synonym
784,national airspace,nas,synonym
785,civil aviation authority,caa,synonym
786,caa,civil aviation authority,synonym
787,caa,aviation authority,synonym
788,caa,civil aviation authorities,synonym
789,caa,uk civil aviation authority,synonym
790,global navigation satellite system,gnss,synonym
791,global navigation satellite system,glonass,synonym
792,gnss,global navigation satellite system,synonym
793,gnss,global navigational satellite systems,synonym
794,gnss,total stations,sibling
795,request for information,rfi,synonym
796,rfi,request for information,synonym
797,rfi,radio frequency interference,synonym
798,notification capability,laanc,synonym
799,notification capability,low altitude authorization,sibling
800,laanc,notification capability,synonym
801,laanc,technology enhancements,ancestor
802,laanc,low altitude airspace notification capability,synonym
803,united states,us,synonym
804,united states,law enforcement,ancestor
805,united states,ca,synonym
806,us,united states,synonym
807,us,lockheed martin,synonym
808,us,northrop grumman,synonym
809,us,general dynamics,synonym
810,us,textron systems,synonym
811,us,general atomics,synonym
812,us,l3 technologies,synonym
813,us,un,sibling
814,us,uav solutions,synonym
815,us,vdos global,synonym
816,us,raytheon company,synonym
817,us,western countries,ancestor
818,us,service,synonym
819,us,british intelligence,sibling
820,us,puerto rico,ancestor
821,us,home,synonym
822,us,conus,synonym
823,us,department of energy,synonym
824,us,vi,synonym
825,us,santa clara university,synonym
826,us,department of transportation,synonym
827,us,nasa ames research center,synonym
828,us,general atomics aeronautical systems,synonym
829,us,award,synonym
830,us,cbp,synonym
831,us,jordanian intelligence,sibling
832,small unmanned aerial vehicle,uav,synonym
833,small unmanned aerial vehicle,suav,synonym
834,digital elevation models,dems,synonym
835,digital elevation models,dem,synonym
836,dems,digital elevation models,synonym
837,dems,digital elevation maps,synonym
838,electro optical,eo,synonym
839,electro optical,ground control stations,sibling
840,eo,electro optical,synonym
841,eo,ir,sibling
842,eo,electro optic,synonym
843,eo,electric optical,synonym
844,eo,earth observation,synonym
845,uass,unmanned aerial systems,synonym
846,uass,unmanned aircraft systems,synonym
847,uass,small unmanned aircraft systems,synonym
848,uass,unmanned air systems,synonym
849,uass,aircraft systems,synonym
850,uass,small unmanned aerial systems,synonym
851,digital surface models,dsms,synonym
852,digital surface models,dsm,synonym
853,dsms,digital surface models,synonym
854,dsms,high resolution digital surface models,synonym
855,commercial off the shelf,cots,synonym
856,cots,commercial off the shelf,synonym
857,cots,consumer off the shelf,synonym
858,service oriented architecture,soa,synonym
859,soa,service oriented architecture,synonym
860,soa,aia,sibling
861,soa,osb,sibling
862,soa,eai,sibling
863,soa,service oriented architectures,synonym
864,soa,eda,sibling
865,soa,school of aeronautics,synonym
866,air traffic management research institute,atmri,synonym
867,atmri,air traffic management research institute,synonym
868,national transportation safety board,ntsb,synonym
869,ntsb,national transportation safety board,synonym
870,medium altitude long endurance,male,synonym
871,male,medium altitude long endurance,synonym
872,male,long endurance,synonym
873,male,affect medium altitude long endurance,synonym
874,male,hale,sibling
875,digital surface model,dsm,synonym
876,dsm,digital surface model,synonym
877,dsm,digital surface models,synonym
878,dsm,digital surface map,synonym
879,dsm,design structure matrix,synonym
880,remote pilot stations,rps,synonym
881,rps,remote pilot stations,synonym
882,rps,radio positioning system,synonym
883,rps,remote pilot station,synonym
884,micro air vehicles,mavs,synonym
885,mavs,micro air vehicles,synonym
886,mavs,micro aerial vehicles,synonym
887,detect and avoid,daa,synonym
888,daa,detect and avoid,synonym
889,daa,digital advertising alliance,synonym
890,general accounting office,gao,synonym
891,gao,general accounting office,synonym
892,gao,government accountability office,synonym
893,gao,accounting office,synonym
894,no fly zones,nfz,synonym
895,nfz,no fly zones,synonym
896,humanitarian uav network,uaviators,synonym
897,uaviators,humanitarian uav network,synonym
898,temporary flight restrictions,tfrs,synonym
899,temporary flight restrictions,tfr,synonym
900,tfrs,temporary flight restrictions,synonym
901,tfrs,pdf,synonym
902,graphical user interface,gui,synonym
903,gui,graphical user interface,synonym
904,gui,graphic user interface,synonym
905,gui,user interface,synonym
906,high dpi displays,fix,synonym
907,fix,high dpi displays,synonym
908,federal aviation authority,faa,synonym
909,border protection,cbp,synonym
910,cbp,border protection,synonym
911,cbp,us,synonym
912,of naval research,onr,synonym
913,onr,of naval research,synonym
914,integrated noise model,inm,synonym
915,inm,integrated noise model,synonym
916,geographic information systems,gis,synonym
917,gis,geographic information systems,synonym
918,gis,geographic information system,synonym
919,gis,raster analysis,ancestor
920,gis,geographic information,synonym
921,gis,geographical information systems,synonym
922,gis,spatial analysis,ancestor
923,gis,geographical information system,synonym
924,gis,geospatial information systems,synonym
925,kennedy space center,ksc,synonym
926,ksc,kennedy space center,synonym
927,ksc,nasa kennedy space center,synonym
928,ksc,kerbal space center,synonym
929,technical reports server,ntrs,synonym
930,longwave infrared,lwir,synonym
931,lwir,longwave infrared,synonym
932,general aviation,ga,synonym
933,general aviation,uav,sibling
934,general aviation,air carrier,sibling
935,ga,general aviation,synonym
936,ga,genetic algorithm,synonym
937,ga,genetic algorithms,synonym
938,ga,general atomics,synonym
939,ga,general availability,synonym
940,ga,generally available,synonym
941,lightning imaging sensor,lis,synonym
942,lis,lightning imaging sensor,synonym
943,lis,lighting imaging sensor,synonym
944,lis,laboratory information system,synonym
945,small unmanned aircraft system,uas,synonym
946,small unmanned aircraft system,suas,synonym
947,small unmanned aircraft system,switchblade suav,synonym
948,line of sight,los,synonym
949,line of sight,first person view,sibling
950,line of sight,daytime operations,sibling
951,los,line of sight,synonym
952,los,beyond visual line of sight,synonym
953,los,pid,sibling
954,civil aviation,dgca,synonym
955,civil aviation,foca,synonym
956,civil aviation,dgac,synonym
957,civil aviation,dca,synonym
958,civil aviation,unmanned aircraft systems,ancestor
959,dgca,civil aviation,synonym
960,dgca,director general civil aviation,synonym
961,aviation rulemaking committee,arc,synonym
962,arc,aviation rulemaking committee,synonym
963,arc,advisory rulemaking committee,synonym
964,arc,micro uas aviation rulemaking committee,synonym
965,arc,small uas aviation rulemaking committee,synonym
966,remotely piloted aircraft system,rpas,synonym
967,robot operating system,ros,synonym
968,ros,robot operating system,synonym
969,ros,sensor data,ancestor
970,ros,nxt,sibling
971,ros,laser scans,ancestor
972,ros,relief on station,synonym
973,ros,robotic operating system,synonym
974,ros,interchangeable end,ancestor
975,ros,open source,ancestor
976,civil aviation safety authority,casa,synonym
977,casa,civil aviation safety authority,synonym
978,casa,construcciones aeronauticas sa,synonym
979,autonomous systems,nias,synonym
980,autonomous systems,machine vision,sibling
981,autonomous systems,remotely piloted aircraft,sibling
982,nias,autonomous systems,synonym
983,congressional research service,crs,synonym
984,crs,congressional research service,synonym
985,crs,commercial resupply services,synonym
986,crs,catholic relief services,synonym
987,root mean square error,rmse,synonym
988,rmse,root mean square error,synonym
989,rmse,root mean squared error,synonym
990,inertial measurement unit,imu,synonym
991,imu,inertial measurement unit,synonym
992,imu,rtk gps,sibling
993,imu,satellite navigation,sibling
994,imu,ip43,sibling
995,imu,body angular rates,synonym
996,imu,internal measurement units,synonym
997,imu,euler angles,synonym
998,imu,dual battery,sibling
999,terrestrial laser scanning,tls,synonym
1000,tls,terrestrial laser scanning,synonym
1001,tls,transport layer security,synonym
1002,tls,terrestrial laser scanner,synonym
1003,tls,terrestrial laserscanning,synonym
1004,tls,terrestrial lidar,synonym
1005,uninhabited aerial vehicle,uav,synonym
1006,public safety,disaster response,ancestor
1007,public safety,border security,sibling
1008,public safety,dps,synonym
1009,public safety,law enforcement,sibling
1010,public safety,homeland security,sibling
1011,public safety,critical infrastructure,sibling
1012,public safety,real estate companies,sibling
1013,public safety,search and rescue,sibling
1014,public safety,precision agriculture,sibling
1015,public safety,emergency services,sibling
1016,disaster response,resource management,sibling
1017,gcp,ground control points,synonym
1018,gcp,ground control point,synonym
1019,gcp,good clinical practices,synonym
1020,american civil liberties union,aclu,synonym
1021,american civil liberties union,civil rights,ancestor
1022,aclu,american civil liberties union,synonym
1023,small uas,unmanned aerial system,synonym
1024,small uas,suas,synonym
1025,small uas,unmanned aircraft system,synonym
1026,small uas,model aircraft,ancestor
1027,small uas,unmanned aircraft systems,synonym
1028,small uas,gao identified,sibling
1029,proposed rulemaking,nprm,synonym
