RELATION,LEFTTERM,RIGHTTERM,COUNT
synonym,internet information services,IIS,3
synonym,automated vehicles,CAVs,3
synonym,java runtime environment,JRE,3
synonym,autonomous aerial cargo utility system,AACUS,3
synonym,global positioning systems,GPS,3
synonym,one system remote video terminals,OSRVT,3
synonym,national airsace system,NAS,3
synonym,geothermal heat pumps,GHP,2
synonym,fast lightweight autonomy,FLA,2
synonym,international technology alliance,ITA,2
synonym,mobile station,MS,2
synonym,boundary layer,lowest mile,2
sibling,PVT,master meter,2
ancestor,GIS,raster analysis,2
synonym,MAV,micro uav,2
ancestor,camera settings,exposure compensation,2
synonym,MAV,micro air vehicle,2
synonym,unmanned aircraft systems,SUAS,2
synonym,long endurance broad area maritime surveillance,BAMS,2
synonym,iterative closest point,ICP,2
synonym,vozdushno desantnye voyska,VDV,2
synonym,hungry roach infestation optimization,HRIO,2
synonym,hierarchical particle swarm optimization,HPSO,2
ancestor,challenging conditions,urban environments,2
sibling,protected communications,advanced autonomy,2
synonym,MCA6,multiple camera array,2
synonym,bit error rate,BER,2
synonym,department of transportation,aviation proceedings,2
synonym,laser radar,LIDAR,2
synonym,unmanned vehicle,toy boat,2
synonym,control systems,safety critical,2
synonym,unmanned maritime systems,UMS,2
synonym,security distance formula,SDF,2
synonym,international monitoring system,IMS,2
sibling,desktop pcs,ground station,2
synonym,light emitting diode,LED,2
synonym,electro optic,EO,2
synonym,virtual file system,VFS,2
synonym,pattern oriented software architecture,POSA,2
synonym,PSI,program specific information,2
synonym,traffic collision avoidance systems,TCAS,2
synonym,voltage differencing transconductance amplifiers,VDTAs,2
ancestor,product descriptions,contact information,2
synonym,artificial potential field,APF,2
synonym,universal asynchronous receiver transmitter,UART,2
synonym,chaotic neural network,CNN,2
synonym,artificial neural networks,ANNs,2
synonym,loss of carrier,LOC,2
synonym,naval warfare,SPAWAR,2
synonym,counter insurgency,COIN,2
synonym,UAV,unmanned arial vehicle,2
synonym,persistent wide area surveillance,PWAS,2
sibling,cross sections,flow velocity,2
synonym,model based systems engineering,MBSE,2
synonym,certificates of authorization,CoA,2
synonym,CAS,close air support,2
sibling,flight tests,wind tunnel tests,2
synonym,architecture description languages,ADL,2
synonym,local law enforcement agencies,LEA,2
synonym,helmet mounted display,HMD,2
synonym,short range communications,DSRC,2
synonym,very shallow water,VSW,2
synonym,electro optical infrared,EO/IR,2
synonym,fixed wing search and rescue,FWSAR,2
synonym,drone powered solutions,DPS,2
sibling,irobot corporation,CMU,2
sibling,multi spectral,hyper spectral imaging,2
sibling,remote sensing,ground truth,2
synonym,selex galileo selex sistemi integrati sensefly,parrot group,2
synonym,ace drone services llc,ADS,2
synonym,RPAs,remotely piloted aircraft,2
synonym,police department,GCPD,2
synonym,northrup grumman,NOC,2
ancestor,uav platforms,quad copter,2
synonym,APM,ardupilot mega,2
synonym,exploration aerial vehicle,EAV,2
synonym,system center configuration manager,SCCM,2
synonym,direct sequence spread spectrum,DSSS,2
synonym,precision departure release capability,PDRC,2
sibling,infrastructure monitoring,search and rescue,2
synonym,support vector machine,SVM,2
synonym,non line of sight,NLOS,2
synonym,digital elevation maps,DEMS,2
synonym,jiankun an unmanned aerial vehicle,UAV,2
synonym,status displays nasa technical reports server,NTRS,2
ancestor,local stakeholders,national disaster management organizations,2
sibling,syracuse university,centerstate ceo,2
sibling,contract disputes,product liability,2
synonym,european rpas steering group,ERSG,2
synonym,reconnaissance node,TERN,2
sibling,XHTML,XML,2
synonym,controls analysis nasa technical reports server,NTRS,2
synonym,electro optics,ELOP,2
ancestor,image analysis,NDVI,2
synonym,technical architecture group,TAG,2
synonym,due regard radar,DRR,2
synonym,digital terrain map,DTM,2
synonym,random access memory,DPR,2
ancestor,streaming video,signal intelligence,2
synonym,international security assistance force,ISAF,2
synonym,plug n play,PNP,2
synonym,derived digital terrain model,DTM,2
ancestor,human activity,climate change,2
synonym,envision unmanned air vehicles,UAV,2
synonym,lightning launch commit criteria,LLCC,2
sibling,mobile devices,search terms stats,2
synonym,certificates of authorizations,COAs,2
synonym,small business innovative research,SBIR,2
ancestor,severe weather,lightning flashes,2
synonym,unmanned aerospace systems,UAS,2
sibling,UAV,RPA,2
synonym,AUDS,anti uav defence system,2
synonym,virginia space grant consortium,VSGC,2
ancestor,multiple flight modes,pilot mode,2
sibling,syracuse university,nuair alliance,2
synonym,airworthiness assurance ndi validation center,AANC,2
sibling,BBC,CNN,2
synonym,asia pacific,taiwan office,2
synonym,lightning mapper sensor,LMS,2
synonym,military training routes,MTRs,2
synonym,department of defence,DoD,2
synonym,remotely piloted vehicles,RPV,2
synonym,RMS,remote manipulator system,2
synonym,global navigational satellite systems,GNSS,2
synonym,single sign on,SSO,2
synonym,pan pacific uas test range complex,PPUTRC,2
synonym,gps receiver,mpe s type ii,2
ancestor,empire state development,NASA,2
synonym,universal ground control station,UGCS,2
synonym,independent press standards organisation,IPSO,2
synonym,plume monsoon experiment,CAPMEX,2
synonym,automatic aerial triangulation,AAT,2
sibling,NBTC,local police,2
synonym,navigation design nasa technical reports server,NTRS,2
synonym,simulated propellant loading system,SPLS,2
synonym,building information models,BIMs,2
synonym,minimally piloted vehicle,MPV,2
synonym,korean aerospace industries,KAI,2
synonym,IPC,intelligent process control,2
synonym,precise point positioning,PPP,2
synonym,earth observation center,EOC,2
synonym,north alabama lightning mapping array,NALMA,2
sibling,precision agriculture,disaster relief,2
synonym,maximum horizontal compressive stress,MHCS,2
synonym,uas universal mission simulator,UMS,2
synonym,hot mix asphalt,HMA,2
synonym,satellite based augmentation systems,SBAS,2
synonym,certificate authority,CA,2
synonym,atmospheric brown clouds,ABCs,2
synonym,model predictive control,NMPC,2
synonym,genetic algorithms,GA,2
synonym,unmanned aircraft systems,pm uas,2
sibling,law enforcement,emergency response,2
synonym,three line camera,TLC,2
synonym,symmetric multiprocessing,SMP,2
synonym,unmanned areal vehicles,UAV,2
sibling,drone deliveries,video surveillance,2
synonym,inter services intelligence,ISI,2
synonym,rare earth element,REE,2
synonym,business partners,BUT000,2
synonym,moving map system,MMS,2
synonym,UAV,SUAV,2
synonym,advanced automation system,AAS,2
synonym,huntsville operations support center,HOSC,2
synonym,SAFE,sensor assisted flight envelope,2
synonym,general atomics aeronautical systems,ga asi,2
synonym,iron oxide copper gold,IOCG,2
synonym,modified cockroach swarm optimization,MCSO,2
synonym,line of sight,LoS,2
sibling,ground based,UAV,2
synonym,special use airspaces,SUAs,2
synonym,huosheng unmanned aerial vehicles,UAVs,2
synonym,"30,000 bees",moderately strong,2
synonym,joint strike fighter,JSF,2
synonym,critical path method,CPM,2
synonym,demand response,DR,2
synonym,learning management systems,LMS,2
synonym,differential phase shift keyed,DPSK,2
synonym,oracle service bus,OSB,2
synonym,wide area network,WAN,2
synonym,electronic speed controllers,ESC,2
synonym,controlled source electromagnetics,CSEM,2
synonym,national nuclear security administration,NNSA,2
ancestor,UC,3rd party,2
synonym,project portfolio management,PPM,2
sibling,video surveillance,search and rescue,2
synonym,swift engineering,northrop grumman,2
synonym,ITT,navigation lead,2
synonym,EMTP,electro magnetic transients program,2
synonym,ftp operation over big address records,FOOBAR,2
synonym,means of compliance,MOC,2
synonym,quadratic programming,QP,2
synonym,commercial resupply services,CRS,2
synonym,airborne drone formation control system,ADFCS,2
synonym,air traffic flow management,ATFM,2
synonym,query store stored procedures,transact sql,2
ancestor,commercial usage,regulatory compliance,2
synonym,contractor logistics support,CLS,2
sibling,military zones,search and rescue,2
synonym,initial operating capability,IOC,2
ancestor,ET,energy balance,2
synonym,digital surface map,DSM,2
ancestor,intelligent flight mode,return to home,2
synonym,marsokhod field experiment,MFE,2
synonym,high alpha research vehicle,HARV,2
synonym,accelerated binary robust invariant scalable keypoints,ABRISK,2
synonym,test report nasa technical reports server,NTRS,2
sibling,emergency operations,traffic management,2
sibling,real estate,search and rescue,2
synonym,multi robot systems,MRS,2
synonym,kilopower reactor using stirling technology,KRUSTY,2
synonym,unmanned systems institute,USI,2
synonym,mission control center,MCC,2
sibling,counter terrorism,counter insurgency,2
synonym,border patrol agent,BPA,2
synonym,fast lifting wavelet transform,FLWT,2
synonym,competitive enterprise institute,CEI,2
sibling,border security,public safety,2
synonym,auds fact sheet,PDF,2
synonym,national security cutter,NSC,2
synonym,autonomous collaborative mission systems,ACMS,2
synonym,formation control processor,FCP,2
sibling,drone deliveries,infrastructure monitoring,2
synonym,HID,human interface devices,2
synonym,federal information security management act,FISMA,2
synonym,multi mode receiver,MMR,2
synonym,battlefield airman targeting micro air vehicle,BATMAV,2
synonym,ranch agriculture unmanned aerial vehicle,UAV,2
synonym,object management architecture,OMA,2
synonym,automatic target recognition,ATR,2
synonym,lea unmanned aerial vehicles,UAV,2
synonym,sewage treatment works,STW,2
sibling,IPTV,OTT,2
synonym,circumterrestrial swarm nasa technical reports server,NTRS,2
sibling,UAV,CAS,2
synonym,professional development hours,PDHs,2
synonym,fact sheet unmanned aircraft systems,UAS,2
ancestor,ground truth,leaf area index,2
synonym,unmanned aviation systems,UAS,2
synonym,unmanned aircraft program office,UAPO,2
synonym,original equipment manufacturer,OEM,2
synonym,littoral combat ships,LCS,2
sibling,air carrier,airport security,2
synonym,common operational picture,COP,2
sibling,search and rescue,precision agriculture,2
ancestor,small drones,montgomery county,2
synonym,contributing factors,Pav,2
ancestor,shooting style,camera settings,2
synonym,peripheral component interconnect,PCI,2
synonym,image based visual servoing,IBVS,2
synonym,toyota tsusho canada,TTCI,2
ancestor,military equipment,fighter aircraft,2
sibling,driver assistance,security surveillance,2
sibling,UAS,SUAS,2
sibling,control laws,develop math,2
synonym,national airport,DCA,2
synonym,piccolo command center,PCC,2
synonym,electronic frontier foundation,EFF,2
synonym,selective catalytic reduction,SCR,2
synonym,UAV,unmanned aerial vehicles,2
synonym,air traffic controller,AC,2
synonym,RAIM,receiver autonomous integrity monitoring,2
synonym,lightweight multirole missile,LMM,2
sibling,total stations,GNSS,2
synonym,FOV,field of view,2
synonym,waste isolation pilot plant,WIPP,2
synonym,anti uav defense system,AUDS,2
ancestor,jsf libraries,oracle adf,2
synonym,unpiloted aerospace vehicle,UAV,2
sibling,shutter speed,exposure compensation,2
synonym,distributed propulsion,DP,2
synonym,instruction set architecture,ISA,2
synonym,active electronically scanned array,AESA,2
synonym,dual band infrared,DBIR,2
synonym,global utm association,GUTMA,2
synonym,collaborative decision environment,CDE,2
synonym,active standoff chamber,ASC,2
synonym,virtual reality,VR,2
sibling,centerstate ceo,empire state development,2
synonym,nuclear regulatory commission,NRC,2
synonym,access point,AP,2
synonym,nasa kennedy space center,KSC,2
synonym,time division multiple access,TDMA,2
synonym,pulsed field gel electrophoresis,PFGE,2
synonym,wide area search munitions,WASM,2
synonym,perfect electric conductor,PEC,2
synonym,unmanned airborne system,UAS,2
synonym,terrestrial laserscanning,TLS,2
synonym,aviation capacity enhancement,ACE,2
synonym,fuzzy cognitive map,FCM,2
synonym,specific aerobic gymnast anaerobic test,SAGAT,2
synonym,police division,police tourits,2
synonym,person view,FPV,2
synonym,virtual com port,VCP,2
synonym,comet rendezvous asteroid flyby,CRAF,2
synonym,civil aviation requirements,CAR,2
synonym,USA,FCC,2
synonym,structural monitoring systems,SMS,2
synonym,PX4Flow,optical flow sensor,2
synonym,central atlantic magmatic province,CAMP,2
ancestor,GPS,GNSS,2
synonym,big design up front,BDUF,2
ancestor,swarm behaviors,adaptive formation flying,2
synonym,internal pilot,IP,2
synonym,control system,GCS,2
ancestor,police departments,government entities,2
synonym,RC,radio control,2
sibling,air quality,NOx,2
synonym,unmanned aerial systems,UASes,2
synonym,extended range,ER,2
synonym,visual basic,VB,2
synonym,dsm of difference,DoD,2
synonym,organizational messaging service,OMS,2
synonym,national air space,NAS,2
synonym,supplementary aviation weather reporting stations,SAWRS,2
synonym,service principal name,SPN,2
synonym,ACC,CACC,2
synonym,guidance nasa technical reports server,NTRS,2
synonym,micro aerial vehicle,MAV,2
synonym,wide area workflow,WAWF,2
synonym,new car assessment program,euro ncap,2
synonym,high efficiency video coding,HEVC,2
synonym,physician assisted suicide,PAS,2
synonym,LAN,local area network,2
ancestor,image capture,point of interest,2
synonym,solid oxide fuel cell,SOFC,2
sibling,carry weapons,DHS,2
synonym,atmospheric emitted radiance interferometer,AERI,2
ancestor,environmental conditions,wind speed,2
synonym,virtual machine,VM,2
synonym,flight control systems laboratory,FCSL,2
synonym,global information grid,GIG,2
